Outcome,GEOID,State,Name,ProjectType,ProjectDescription,ProjectAmount,PDMProgramFY,DisasterCount,POVERTY_RATE,PCT_WHITE,PCT_BLACK,PCT_NATIVE,PCT_ASIAN,PCT_TWO_OR_MORE,PCT_HISPANIC
Grant,38101,ND,"Ward County, North Dakota",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,64000,2016,10,5,87.8,3.7,2.4,1.5,3.2,5.6
Grant,31131,NE,"Otoe County, Nebraska",91.2, Local Multihazard Mitigation Plan - NEW,75000,2016,11,7.1,95.3,0.2,0.5,0.5,2.1,7.6
Grant,17157,IL,"Randolph County, Illinois",91.3, Local Multihazard Mitigation Plan - UPDATE,54173.4,2016,6,8,87.1,10.6,0.1,0.4,1.5,3.1
Grant,40087,OK,"McClain County, Oklahoma",206.1, Safe Room (Tornado and Severe Wind Shelter) - Private Structures,333333.34,2016,17,7,84.2,1.1,5.7,0.4,6.1,7.8
Grant,41019,OR,"Douglas County, Oregon",205.6, Structural Retrofitting/Rehabilitating Public Structures - Seismic,125445,2016,8,12.1,92.5,0.4,1.2,0.9,4.1,5.5
Grant,06097,CA,"Sonoma County, California",91.3, Local Multihazard Mitigation Plan - UPDATE,80000,2016,6,6.5,75.3,1.6,1.1,3.9,5.3,26.4
Grant,05143,AR,"Washington County, Arkansas",206.2, Safe Room (Tornado and Severe Wind Shelter) - Public Structures,1237813.66,2016,8,11.5,77.8,3.5,0.8,2.4,3.3,16.5
Grant,25007,MA,"Dukes County, Massachusetts",601.2, Generators - Regular,153615,2016,5,3.5,88.1,3.9,1.6,0.3,4.8,1.6
Grant,21181,KY,"Nicholas County, Kentucky",206.2, Safe Room (Tornado and Severe Wind Shelter) - Public Structures,500000,2016,14,18.6,96.6,1.3,0.2,0,1.2,1.5
Grant,10005,DE,"Sussex County, Delaware",204.4, Dry Floodproofing Public Structures - Coastal,762209,2016,6,8,81.9,12.3,0.4,1.2,2.3,9.2
Grant,49035,UT,"Salt Lake County, Utah",205.5, Structural Retrofitting/Rehabilitating Private Structures - Seismic,707024,2016,1,7.2,80.1,1.7,0.8,3.9,3.1,17.9
Grant,19197,IA,"Wright County, Iowa",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,346500,2016,10,9.8,93.5,0.5,0.2,0.4,1.5,11.1
Grant,55089,WI,"Ozaukee County, Wisconsin",200.1, Acquisition of Private Real Property (Structures and Land) - Riverine,236636.5,2016,3,3.7,94.2,1.4,0.3,2,1.6,2.8
Grant,72021,PR,"Bayamón Municipio, Puerto Rico",91.3, Local Multihazard Mitigation Plan - UPDATE,58139,2016,5,31.8,65.4,7.2,0.5,0.2,20.1,99.1
Grant,36083,NY,"Rensselaer County, New York",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,300000,2016,10,8.5,86.5,6.5,0.1,2.5,3.5,4.6
Grant,17181,IL,"Union County, Illinois",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,290267,2016,6,10.7,94.4,1,0.1,0.2,2.8,5
Grant,36077,NY,"Otsego County, New York",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,150000,2016,13,9.5,93.5,2,0.2,1.4,1.9,3.5
Grant,26141,NA,"Presque Isle County, Michigan",402.1, Infrastructure Protective Measures (Roads and Bridges),748746,2016,NA,10.2,96.7,0.5,0.4,0.4,1.6,1.2
Grant,40127,OK,"Pushmataha County, Oklahoma",93.3," Tribal Multihazard Mitigation Plan - UPDATE; 
96.1",221507,2016,14,14.9,74.4,0.8,13.8,0.4,9.9,3.5
Grant,39155,OH,"Trumbull County, Ohio",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,8390.92,2016,2,13.1,88.6,8.4,0.2,0.5,2.2,1.7
Grant,49057,UT,"Weber County, Utah",91.3, Local Multihazard Mitigation Plan - UPDATE,192990.07,2016,1,8.7,89.6,1.1,0.7,1.2,3.2,17.9
Grant,51185,VA,"Tazewell County, Virginia",91.3, Local Multihazard Mitigation Plan - UPDATE,55000,2016,10,9.8,94.7,3,0.2,0.5,1.4,0.9
Grant,49047,UT,"Uintah County, Utah",91.3, Local Multihazard Mitigation Plan - UPDATE,72000,2016,2,8.6,88.3,0.5,7.5,0.5,2,8.2
Grant,24017,MD,"Charles County, Maryland",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,95760,2016,10,5.2,46.8,43.2,0.6,3.2,5.5,5.4
Grant,36095,NY,"Schoharie County, New York",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,60000,2016,12,9.8,96,1.6,0.2,0.9,1.1,3
Grant,38091,ND,"Steele County, North Dakota",91.2, Local Multihazard Mitigation Plan - NEW,39489.48,2016,10,1.6,99.4,0,0,0,0,2.6
Grant,55049,WI,"Iowa County, Wisconsin",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,50250.12,2016,7,6.2,96.6,0.7,0.3,0.6,0.9,1.7
Grant,15003,HI,"Honolulu County, Hawaii",91.3, Local Multihazard Mitigation Plan - UPDATE,200000,2016,6,5.9,21.1,2.3,0.1,42.9,23.2,9.6
Grant,02201,NA,NA,700.1, Management Costs - Salaries,10772.06,2016,NA,NA,NA,NA,NA,NA,NA,NA
Grant,17167,IL,"Sangamon County, Illinois",92.2, State Multihazard Mitigation Plan - UPDATE,338067,2016,4,11,82.2,12.8,0.1,1.9,2.4,2.2
Grant,02150,AK,"Kodiak Island Borough, Alaska",93.2, Tribal Multihazard Mitigation Plan - NEW,78372.35,2016,3,7,53.7,0.2,13.3,22.1,7.2,8.9
Grant,39069,OH,"Henry County, Ohio",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,13000,2016,3,5.8,94.6,0.6,0.2,0.4,2,7.5
Grant,13319,GA,"Wilkinson County, Georgia",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,388500,2016,5,19.4,58.8,38.2,0.1,0,2.1,2.7
Grant,39109,OH,"Miami County, Ohio",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,33000,2016,6,7.3,94.1,2.1,0.1,1.3,2.2,1.6
Grant,30077,MT,"Powell County, Montana",91.3, Local Multihazard Mitigation Plan - UPDATE,33375,2016,4,13.8,91.1,0.6,4.5,1.1,2.5,2.1
Grant,46077,SD,"Kingsbury County, South Dakota",400.1," Utility Protective Measures (Electric, Gas, etc.)",191132.85,2016,9,4.7,95.8,0,0.5,1.6,0.8,2.1
Grant,48163,TX,"Frio County, Texas",91.4, Local Multijurisdictional Multihazard Mitigation Plan - NEW ,96000,2016,7,16.5,71.3,4.1,0.1,0.6,1.3,78.5
Grant,41005,OR,"Clackamas County, Oregon",700.3," Management Costs - Office Space Rental; 
91.5",50000,2016,5,6.1,88.6,1,0.7,4.1,3.6,8.4
Grant,39159,OH,"Union County, Ohio",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,75000,2016,5,4.7,91.7,2.5,0.3,3.2,1.7,1.6
Grant,06037,CA,"Los Angeles County, California",205.6, Structural Retrofitting/Rehabilitating Public Structures - Seismic,3084851,2016,10,13.1,51.8,8.2,0.7,14.5,3.8,48.4
Grant,30065,MT,"Musselshell County, Montana",200.1, Acquisition of Private Real Property (Structures and Land) - Riverine,3488391.95,2016,6,11.3,95.3,0.8,0.7,1.5,1.7,2.4
Grant,24035,MD,"Queen Anne's County, Maryland",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,81250,2016,7,3.8,89.3,7,0.1,0.5,2.1,3.7
Grant,56009,NA,"Converse County, Wyoming",91.2, Local Multihazard Mitigation Plan - NEW,30016,2016,NA,3.8,98,0,0.1,0,1.1,7.8
Grant,72001,PR,"Adjuntas Municipio, Puerto Rico",91.3, Local Multihazard Mitigation Plan - UPDATE,25000,2016,8,61.3,77.7,0.6,0.1,0,0.7,99.6
Grant,48293,TX,"Limestone County, Texas",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,54000,2017,4,14.3,76.2,18.1,1.1,0.7,1.2,21.3
Grant,53007,WA,"Chelan County, Washington",91.4, Local Multijurisdictional Multihazard Mitigation Plan - NEW ,50000,2017,8,9.7,89.3,0.5,1,1,2.8,27.5
Grant,01095,AL,"Marshall County, Alabama",206.2, Safe Room (Tornado and Severe Wind Shelter) - Public Structures,100242.31,2017,8,15.8,92.6,2.2,0.7,0.6,1.9,13.3
Grant,06033,CA,"Lake County, California",93.4," Tribal Multijurisdictional Multihazard Mitigation Plan - NEW; 
96.1",444440,2017,8,17.8,77.8,2.3,3.4,1.5,2.5,19.4
Grant,31179,NE,"Wayne County, Nebraska",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,200000.6,2017,10,6.9,95.1,2.1,0.5,0.5,1.1,5.5
Grant,02282,NA,"Yakutat City and Borough, Alaska",91.3, Local Multihazard Mitigation Plan - UPDATE,200000,2017,NA,3.4,46,0.9,29,5.4,16.3,5.6
Grant,26073,MI,"Isabella County, Michigan",700.1, Management Costs - Salaries,12940.08,2017,1,12.1,88.5,2.6,2.9,1.7,4,3.8
Grant,17031,IL,"Cook County, Illinois",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,249999.75,2017,5,12.1,56.6,23.7,0.3,7,2.5,25.1
Grant,15007,HI,"Kauai County, Hawaii",91.3, Local Multihazard Mitigation Plan - UPDATE,100000,2017,7,6.6,32.8,0.7,0.5,34.8,21.3,10.8
Grant,55135,WI,"Waupaca County, Wisconsin",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,29916.67,2017,4,8,96.6,0.5,0.5,0.4,1.2,3
Grant,05009,AR,"Boone County, Arkansas",206.2, Safe Room (Tornado and Severe Wind Shelter) - Public Structures,1156959.39,2017,9,10.7,96.3,0.4,1.1,0.5,1.6,2.3
Grant,53049,WA,"Pacific County, Washington",100.1," Public Awareness and Education (Brochures, Workshops, Videos, etc.); 
502.1",2550400,2017,9,10.4,90.1,0.3,1.5,1.7,4.7,9.2
Grant,41051,OR,"Multnomah County, Oregon",205.6, Structural Retrofitting/Rehabilitating Public Structures - Seismic,2954931.2,2017,3,10.5,77.8,5.5,0.9,7,5.4,11.3
Grant,38099,ND,"Walsh County, North Dakota",601.2, Generators - Regular,225020,2017,14,5.6,92.1,0.4,2.4,1,1,11.1
Grant,30079,MT,"Prairie County, Montana",91.3, Local Multihazard Mitigation Plan - UPDATE,66666.66,2017,3,5.8,98.8,0,1.2,0,0,1.3
Grant,26115,NA,"Monroe County, Michigan",100.1," Public Awareness and Education (Brochures, Workshops, Videos, etc.); 
200.1",628094.25,2017,NA,7.7,94.5,2.3,0.4,0.6,1.7,3.5
Grant,36045,NY,"Jefferson County, New York",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,300000,2017,4,10.4,86.1,5.8,0.6,1.5,4.1,7.3
Grant,39035,OH,"Cuyahoga County, Ohio",300.6," Vegetation Management - Erosion; 
301.1",3560950,2017,6,14,63,29.6,0.3,2.8,2.9,5.6
Grant,55089,WI,"Ozaukee County, Wisconsin",200.1, Acquisition of Private Real Property (Structures and Land) - Riverine,110395,2017,3,3.7,94.2,1.4,0.3,2,1.6,2.8
Grant,06059,CA,"Orange County, California",91.3, Local Multihazard Mitigation Plan - UPDATE,30644,2017,7,8.4,62.1,1.7,0.5,19.7,3.9,34.2
Grant,45091,SC,"York County, South Carolina",91.2, Local Multihazard Mitigation Plan - NEW,110000,2017,4,9.6,74.7,19,0.6,1.9,2.3,5.1
Grant,53023,WA,"Garfield County, Washington",91.3," Local Multihazard Mitigation Plan - UPDATE; 
96.1",53973,2017,3,4.4,94.2,0,0.2,1.8,3.8,2.4
Grant,49049,UT,"Utah County, Utah",601.2, Generators - Regular,228000,2017,1,8.4,92,0.6,0.5,1.5,2.7,11.4
Grant,42133,PA,"York County, Pennsylvania",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,60000,2017,5,7.3,88.9,5.7,0.1,1.5,2.5,6.9
Grant,15001,HI,"Hawaii County, Hawaii",91.3, Local Multihazard Mitigation Plan - UPDATE,153000,2017,8,12.7,33.9,0.6,0.4,22.2,28.6,12.5
Grant,55055,WI,"Jefferson County, Wisconsin",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,28988.67,2017,3,6.5,94.3,0.9,0.1,0.7,2.1,7
Grant,55141,WI,"Wood County, Wisconsin",91.3, Local Multihazard Mitigation Plan - UPDATE,23245.6,2017,6,7.6,94.5,0.7,0.6,2,1.4,2.8
Grant,46095,SD,"Mellette County, South Dakota",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,8000,2017,7,34.3,41.4,0,57.8,0,0.9,5.2
Grant,51057,VA,"Essex County, Virginia",202.2, Elevation of Private Structures - Coastal,525000,2017,8,6.6,55.6,37.8,1,0.2,2.6,3.4
Grant,55053,WI,"Jackson County, Wisconsin",91.3, Local Multihazard Mitigation Plan - UPDATE,40500.26,2017,6,10.1,88.2,2.2,5.9,0.4,2.4,3.2
Grant,46089,SD,"McPherson County, South Dakota",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,15000,2017,5,6.9,91.9,0.1,6.6,0.6,0.8,2.2
Grant,08101,CO,"Pueblo County, Colorado",303.2, Floodplain and Stream Restoration,3483100,2017,2,14.9,77.7,2.2,3.6,0.9,4.1,42.7
Grant,26097,NA,"Mackinac County, Michigan",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,40000,2017,NA,11.6,74.7,2.4,17.1,0.6,5.2,1.6
Grant,04017,AZ,"Navajo County, Arizona",403.1," Stormwater Management - Culverts; 
403.2",544375,2017,4,23.7,47.9,0.8,44.2,0.6,3.2,11.2
Grant,46121,SD,"Todd County, South Dakota",91.5," Local Multijurisdictional Multihazard Mitigation Plan - UPDATE; 
93.5",15000,2017,6,49.8,8.9,0.3,77.9,1.3,11.6,4.2
Grant,06095,CA,"Solano County, California",91.2, Local Multihazard Mitigation Plan - NEW,117160.8,2017,5,8.6,52.7,14.2,0.5,15.3,7.4,25.8
Grant,32031,NV,"Washoe County, Nevada",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,300000,2017,3,8.5,79.6,2.3,1.6,5.4,4.3,23.9
Grant,49057,UT,"Weber County, Utah",404.1, Localized Flood Control System to Protect Critical Facility,820332,2017,1,8.7,89.6,1.1,0.7,1.2,3.2,17.9
Grant,16087,ID,"Washington County, Idaho",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,57969.24,2017,2,11.3,88,0,0.8,1,3,17.2
Grant,39137,OH,"Putnam County, Ohio",200.1, Acquisition of Private Real Property (Structures and Land) - Riverine,208101,2017,5,5.9,94.7,0.4,0,0.2,1,6
Grant,36027,NY,"Dutchess County, New York",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,100000,2017,7,6,78.6,10.5,0.4,3.7,3,11.7
Grant,16001,ID,"Ada County, Idaho",91.2, Local Multihazard Mitigation Plan - NEW,73500,2017,2,7.1,90.9,1.3,0.5,2.6,3,7.9
Grant,36121,NY,"Wyoming County, New York",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,100000,2017,5,8.4,91.9,5.2,0.4,0.4,1.4,3.3
Grant,21201,KY,"Robertson County, Kentucky",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,75000,2017,9,23.3,96.9,1.9,0,0,1.3,2.2
Grant,06071,CA,"San Bernardino County, California",91.2, Local Multihazard Mitigation Plan - NEW,150000,2017,7,14.5,61.9,8.4,0.8,6.9,4.7,52.3
Grant,39101,OH,"Marion County, Ohio",602.1, Other Equipment Purchase and Installation,55600,2017,2,11.7,89.8,5.3,0.2,0.5,3.2,2.5
Grant,17031,IL,"Cook County, Illinois",404.1, Localized Flood Control System to Protect Critical Facility,1969655,2017,5,12.1,56.6,23.7,0.3,7,2.5,25.1
Grant,46115,SD,"Spink County, South Dakota",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,15000,2017,9,6.1,96.7,0.1,1.9,0,0.9,1.9
Grant,46049,SD,"Faulk County, South Dakota",206.2, Safe Room (Tornado and Severe Wind Shelter) - Public Structures,185175,2017,6,0.2,94.7,0,4.9,0.1,0.3,1.2
Grant,08013,CO,"Boulder County, Colorado",300.2, Vegetation Management - Wildfire,1621366,2017,3,5.8,88.6,0.9,0.5,4.5,2.9,13.8
Grant,05063,AR,"Independence County, Arkansas",206.2, Safe Room (Tornado and Severe Wind Shelter) - Public Structures,856540,2017,14,13.8,92.2,2,0.3,0.7,2.2,6.1
Grant,55041,WI,"Forest County, Wisconsin",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,40000,2017,2,13.3,80.9,0.9,14.7,0.4,2.7,2.2
Grant,47153,TN,"Sequatchie County, Tennessee",700.1," Management Costs - Salaries; 
700.4",65912,2017,6,13.4,89.3,0.2,0.3,0,9.9,3.5
Grant,51185,VA,"Tazewell County, Virginia",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,40000,2017,10,9.8,94.7,3,0.2,0.5,1.4,0.9
Grant,16075,ID,"Payette County, Idaho",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,96080,2017,1,11.7,90.9,0.4,0.8,0.7,3.3,17
Grant,49055,NA,"Wayne County, Utah",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,104750,2017,NA,3.6,96.8,0.1,0.2,0.9,0.4,5.4
Grant,38065,ND,"Oliver County, North Dakota",91.3, Local Multihazard Mitigation Plan - UPDATE,25094.15,2017,5,1.9,93.9,0.4,4,0.4,1.2,3.7
Grant,31155,NE,"Saunders County, Nebraska",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,80000,2017,11,5.1,97.3,0.3,0.2,0.3,1.6,2.1
Grant,46125,SD,"Turner County, South Dakota",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,17200,2017,12,6.4,97.5,0.4,0.6,0,1.3,2.1
Grant,38103,ND,"Wells County, North Dakota",602.1, Other Equipment Purchase and Installation,98792.13,2017,8,2,98.1,0,0.4,0,1.3,1.2
Grant,46109,SD,"Roberts County, South Dakota",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,15525,2017,9,13,59.2,0.5,37,0.1,2.9,2.8
Grant,17013,IL,"Calhoun County, Illinois",91.3, Local Multihazard Mitigation Plan - UPDATE,47078.32,2017,7,8.8,97.4,0.3,0.1,0.9,1.2,1.1
Grant,46025,SD,"Clark County, South Dakota",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,17470,2017,7,6.8,95.7,0,2.6,0.9,0.9,1.8
Grant,35013,NM,"Doña Ana County, New Mexico",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,80000,2017,3,22,88.3,1.8,1.1,1,1.9,67.7
Grant,46067,SD,"Hutchinson County, South Dakota",201.1, Relocation of Private Structures - Riverine,31027.5,2017,9,8.9,96.3,0.4,2.1,0.2,0.9,1.9
Grant,26005,MI,"Allegan County, Michigan",206.1, Safe Room (Tornado and Severe Wind Shelter) - Private Structures,3784087.58,2017,2,8.1,94.4,1.4,0.5,0.6,2.3,7.2
Grant,30041,MT,"Hill County, Montana",93.3, Tribal Multihazard Mitigation Plan - UPDATE,38500,2017,6,17.3,70.8,0.3,24.2,0.4,3.4,3.5
Grant,49035,UT,"Salt Lake County, Utah",205.5, Structural Retrofitting/Rehabilitating Private Structures - Seismic,2555194,2017,1,7.2,80.1,1.7,0.8,3.9,3.1,17.9
Grant,78030,VI,NA,92.1, State Multihazard Mitigation Plan,200000,2017,8,NA,NA,NA,NA,NA,NA,NA
Grant,45019,SC,"Charleston County, South Carolina",400.1," Utility Protective Measures (Electric, Gas, etc.)",102000,2017,8,10.2,67.8,27.8,0.1,1.3,2.1,5
Grant,36075,NY,"Oswego County, New York",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,150000,2017,4,13.1,95.7,1,0.2,0.7,1.8,2.5
Grant,46137,SD,"Ziebach County, South Dakota",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,47000,2017,11,36.4,23.5,0,74.6,1,0.7,0.4
Grant,20167,KS,"Russell County, Kansas",206.2, Safe Room (Tornado and Severe Wind Shelter) - Public Structures,237900,2017,10,5.9,95.4,1.2,0.4,0,1.9,2.8
Grant,19161,IA,"Sac County, Iowa",91.2, Local Multihazard Mitigation Plan - NEW,89000,2017,9,5.7,97.6,0.9,0,0,1.1,2.7
Grant,50021,VT,"Rutland County, Vermont",200.1, Acquisition of Private Real Property (Structures and Land) - Riverine,502215,2017,9,7.3,96.6,0.8,0.4,1.1,0.9,1.4
Grant,42115,PA,"Susquehanna County, Pennsylvania",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,14750,2017,9,9.4,97.6,0.6,0.2,0.4,0.8,1.7
Grant,45013,SC,"Beaufort County, South Carolina",205.8, Retrofitting Public Structures - Wind,82787.41,2017,4,7.6,74.7,18.5,0.2,1.2,2.2,11.3
Grant,49049,UT,"Utah County, Utah",403.4, Stormwater Management - Detention/Retention Basins,1222293,2017,1,8.4,92,0.6,0.5,1.5,2.7,11.4
Grant,33017,NH,"Strafford County, New Hampshire",106.2, Other Non Construction,58000,2017,9,5.4,93.1,0.9,0,3.3,2.4,2.2
Grant,16027,ID,"Canyon County, Idaho",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,70500,2017,1,11.5,87.3,0.5,1,0.8,3.1,24.9
Grant,01097,AL,"Mobile County, Alabama",200.1, Acquisition of Private Real Property (Structures and Land) - Riverine,70400,2017,13,15.3,59.3,35.3,0.6,2,1.9,2.8
Grant,08013,CO,"Boulder County, Colorado",300.2, Vegetation Management - Wildfire,1280000,2017,3,5.8,88.6,0.9,0.5,4.5,2.9,13.8
Grant,08101,CO,"Pueblo County, Colorado",303.2, Floodplain and Stream Restoration,2673500,2017,2,14.9,77.7,2.2,3.6,0.9,4.1,42.7
Grant,46127,SD,"Union County, South Dakota",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,17200,2017,9,4,94.2,0.7,0.8,1,2.3,3
Grant,42067,PA,"Juniata County, Pennsylvania",91.3, Local Multihazard Mitigation Plan - UPDATE,50000,2017,6,8.1,96.8,1.1,0,0.3,0.7,3.2
Grant,02270,AK,NA,91.3, Local Multihazard Mitigation Plan - UPDATE,200000,2017,4,NA,NA,NA,NA,NA,NA,NA
Grant,53057,WA,"Skagit County, Washington",700.1, Management Costs - Salaries,50701,2017,8,9.1,83.2,0.8,1.7,1.7,4,18
Grant,30009,MT,"Carbon County, Montana",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,33333.34,2017,3,5.6,97,0.2,0.9,0.3,1.3,2.4
Grant,12013,FL,"Calhoun County, Florida",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,55650,2017,11,7.2,80.3,13,0.9,0.8,3,5.8
Grant,38045,ND,"LaMoure County, North Dakota",91.3, Local Multihazard Mitigation Plan - UPDATE,35609.54,2017,8,8.5,98,0.1,0.7,0,1,1
Grant,42133,PA,"York County, Pennsylvania",91.3, Local Multihazard Mitigation Plan - UPDATE,45000,2017,5,7.3,88.9,5.7,0.1,1.5,2.5,6.9
Grant,04013,AZ,"Maricopa County, Arizona",405.1, Other Minor Flood Control,923170,2017,4,11.4,78,5.4,1.9,3.9,3.5,30.6
Grant,38093,ND,"Stutsman County, North Dakota",602.1, Other Equipment Purchase and Installation,253813.92,2017,7,7.7,93.6,1.1,1.5,0.6,2.4,2.3
Grant,36029,NY,"Erie County, New York",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,150000,2017,7,10.4,78,13.4,0.5,3.5,2.3,5.2
Grant,37189,NC,"Watauga County, North Carolina",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,333333.33,2017,5,10.9,93.9,1.6,0.3,0.8,2.1,3.4
Grant,04017,AZ,"Navajo County, Arizona",403.1," Stormwater Management - Culverts; 
403.2",640226,2017,4,23.7,47.9,0.8,44.2,0.6,3.2,11.2
Grant,34025,NJ,"Monmouth County, New Jersey",402.1, Infrastructure Protective Measures (Roads and Bridges),560315,2017,5,5.1,82.1,7.2,0.2,5.5,2,10.6
Grant,08053,CO,"Hinsdale County, Colorado",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,50269.92,2017,1,6,94.8,0,2.3,0,1.6,6
Grant,53035,WA,"Kitsap County, Washington",700.1, Management Costs - Salaries,19999,2017,4,6.7,81.7,2.5,1.1,4.8,7.2,7.3
Grant,38059,ND,"Morton County, North Dakota",601.2, Generators - Regular,14424,2017,9,4.6,92.6,0.6,4.1,0.1,1.6,2.7
Grant,45085,SC,"Sumter County, South Carolina",601.2, Generators - Regular,100434,2017,8,16.2,48.3,47,0.3,1.2,2.6,3.8
Grant,46057,SD,"Hamlin County, South Dakota",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,14370,2017,8,3,97.1,0.2,0.7,0.3,0.9,3.7
Grant,20037,KS,"Crawford County, Kansas",206.2, Safe Room (Tornado and Severe Wind Shelter) - Public Structures,350000,2017,13,13.4,91.6,2.5,0.6,1.8,2.8,5.3
Grant,38073,ND,"Ransom County, North Dakota",91.3, Local Multihazard Mitigation Plan - UPDATE,54000,2017,11,1.7,96.6,0.7,0.2,0.6,1.8,1.6
Grant,01089,AL,"Madison County, Alabama",206.2, Safe Room (Tornado and Severe Wind Shelter) - Public Structures,155411,2017,5,10.2,68.5,24.2,0.6,2.6,3,4.7
Grant,27141,NA,"Sherburne County, Minnesota",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,378000,2017,NA,4,93,2.3,0.5,1.1,2,2.5
Grant,35047,NM,"San Miguel County, New Mexico",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,55000,2017,6,22.6,50.2,1.3,1.3,1.2,3.5,77.6
Grant,48349,TX,"Navarro County, Texas",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,53333.33,2017,8,16,75.7,13.3,1.9,0.6,2.1,26.2
Grant,55067,WI,"Langlade County, Wisconsin",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,40000,2017,2,10.9,95.7,1,1,0.3,1.6,1.9
Grant,46087,SD,"McCook County, South Dakota",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,17200,2017,8,6,95.7,0.8,0.9,0,1.1,3.2
Grant,29109,MO,"Lawrence County, Missouri",206.2, Safe Room (Tornado and Severe Wind Shelter) - Public Structures,1027500,2017,10,13,94.9,0.6,0.5,0.5,1.7,7.2
Grant,41041,OR,"Lincoln County, Oregon",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,360123,2017,10,12.4,88.1,0.5,3.2,1.2,4.4,8.9
Grant,46109,SD,"Roberts County, South Dakota",93.3, Tribal Multihazard Mitigation Plan - UPDATE,17854.25,2017,9,13,59.2,0.5,37,0.1,2.9,2.8
Grant,25013,MA,"Hampden County, Massachusetts",91.4," Local Multijurisdictional Multihazard Mitigation Plan - NEW ; 
91.5",290000,2017,8,13.7,80.4,8.7,0.3,2.2,2.7,23.9
Grant,46135,SD,"Yankton County, South Dakota",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,17200,2017,6,8,92.4,1.9,2.3,0.7,2.1,3.7
Grant,38041,ND,"Hettinger County, North Dakota",91.3, Local Multihazard Mitigation Plan - UPDATE,32000,2017,4,7.5,92.5,0.7,2.6,0,1.9,3.7
Grant,53053,WA,"Pierce County, Washington",91.5, Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,155770,2017,7,8.3,73.8,6.7,1.2,6.1,7.7,10.4
